id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
16425293,Duplex Blue in La Sagrera,71240609,Joan,Sant Andreu,la Sagrera,41.42048,2.18919,Entire home/apt,45,30,6,2019-10-02,0.17,3,294
16425445,Duplex Red  in La Sagrera,71240609,Joan,Sant Andreu,la Sagrera,41.42072,2.19059,Entire home/apt,33,30,3,2020-01-31,0.20,3,108
16425528,Cozy apartment Diagonal Mar,54320669,Alexandra Y Juan,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.41004,2.21045,Entire home/apt,58,2,86,2020-01-03,2.25,13,255
16426122,Classic Barcelona apartment with cozy balcony,75383908,Juan,Eixample,Sant Antoni,41.37996,2.15938,Entire home/apt,152,4,53,2020-02-11,1.58,1,35
16431898,Paseo de Gracia Luxury Apartment,23226762,Erika,Eixample,la Dreta de l'Eixample,41.39389,2.16305,Entire home/apt,105,31,0,,,19,365
16432228,Exclusive Apartment Barcelona,23226762,Erika,Eixample,la Dreta de l'Eixample,41.3923,2.16138,Entire home/apt,87,31,0,,,19,365
16433084,Straight friendly quiet internal room EixAmple,49096561,Alfonso,Eixample,la Nova Esquerra de l'Eixample,41.37972,2.15106,Private room,42,3,75,2019-05-13,1.97,2,0
16434117,Habitación cochombrosa en barrio de mierda,40935235,José Carlos,Horta-Guinardó,Sant Genís dels Agudells,41.425,2.13925,Private room,100,1,0,,,1,0
16437001,"Near S.Família dist, double bed& private bathroom",107777201,Judith,Sant Martí,el Clot,41.40914,2.19384,Private room,39,4,51,2019-11-20,1.34,1,36
16438905,STYLISH ROOM WITH LARGE BALCONY,11561418,Susana,Eixample,la Nova Esquerra de l'Eixample,41.38156,2.14853,Private room,84,2,14,2019-10-13,0.42,1,85
16448315,Private Suite Ramblas,107885671,Ivan,Ciutat Vella,el Raval,41.3752,2.17237,Private room,99,1,154,2020-01-20,4.14,1,175
16448983,Habitacion Grande en el barrio gotico,107893024,David,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38363,2.18286,Private room,49,3,44,2019-08-25,1.16,1,23
16449540,The Sagrada Familia Apartment,98330509,Apart-Suites,Eixample,la Sagrada Família,41.40084,2.17285,Hotel room,170,2,29,2019-08-16,0.78,5,350
16449601,Bright Loft in Sagrada Familia!,98330509,Apart-Suites,Eixample,la Sagrada Família,41.40294,2.17382,Hotel room,150,2,132,2019-12-08,3.54,5,351
16453250,Habitación en PLAZA ESPAÑA.,44871936,Gisela,Sants-Montjuïc,Hostafrancs,41.37442,2.14184,Private room,14,31,12,2019-09-07,0.35,3,281
16462603,"Elegant, bright, central, close to Sagrada Familia",5878688,Yaiza,Eixample,la Dreta de l'Eixample,41.3984,2.16976,Hotel room,150,2,23,2020-01-26,0.63,36,344
16464240,sf32 VERY NICE 2 BEDR APARTMENT SAGRADA FAMILIA...,1447144,Acomodis Apartments,Eixample,la Sagrada Família,41.4021,2.17263,Entire home/apt,85,1,2,2018-08-16,0.09,132,365
16466660,Historical design flat Picasso Museum El Born,1623647,Alex,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38699,2.18103,Entire home/apt,97,32,1,2020-01-31,1,2,16
16474452,Bright and elegant apartment in Plaza Molina,47171261,"Lina, Paola, Ana & Ezequiel",Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.40121,2.14869,Entire home/apt,65,90,1,2018-10-20,0.06,43,86
16475404,Big apartment in Eixample,47171261,"Lina, Paola, Ana & Ezequiel",Eixample,la Sagrada Família,41.40802,2.17731,Entire home/apt,69,180,2,2020-01-15,0.07,43,184
16476272,Tiles and Modern Design,28850768,Carmen,Ciutat Vella,el Barri Gòtic,41.38414,2.17374,Private room,830,30,1,2017-03-01,0.03,2,173
16479542,PRIVATE ROOM WITH WIFI,100273205,Esperanza And Astrid,Eixample,la Nova Esquerra de l'Eixample,41.38712,2.14478,Private room,39,1,38,2019-08-14,1.03,1,84
16483920,Duplex penthouse with terrace 10 min ramblas,1432835,Angel,Eixample,l'Antiga Esquerra de l'Eixample,41.38953,2.15806,Entire home/apt,95,3,140,2020-01-28,3.67,36,237
16485441,GRACIA. SINGLE ROOM BIG BED EXTERIOR TO GARDEN,45260292,Denise,Horta-Guinardó,Can Baró,41.41728,2.15759,Private room,35,60,4,2019-11-30,0.16,2,198
16486723,The nicest room near Plaza España!!,108252150,Marly Y Agustin,Sants-Montjuïc,Hostafrancs,41.37576,2.14559,Private room,25,1,82,2017-10-19,2.23,1,0
16489757,Bright and spacious supercentric double room,108280728,Agustín,Eixample,Sant Antoni,41.37539,2.16376,Private room,34,2,27,2018-10-09,0.78,1,359
16492691,Room 4,107860715,Mr. Han,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40265,2.16573,Private room,32,1,23,2020-02-02,0.68,8,33
16494159,Renovated apartment near Rambla with inner terrace,47171261,"Lina, Paola, Ana & Ezequiel",Ciutat Vella,el Raval,41.37828,2.17104,Entire home/apt,52,32,1,2020-02-02,1,43,319
16494453,APARTMENT WITH PRIVATE TERRACE CLOSE LICEU THEATER,47171261,"Lina, Paola, Ana & Ezequiel",Ciutat Vella,el Raval,41.37893,2.16985,Entire home/apt,52,32,2,2017-12-01,0.07,43,319
16496029,The Central Place VI,2320210,Ale & Patrick,Eixample,la Dreta de l'Eixample,41.39012,2.16365,Entire home/apt,240,1,21,2020-01-06,0.63,48,246
16496597,Cosy and silent flat close to Plaza España,66188197,Nadine,Eixample,la Nova Esquerra de l'Eixample,41.38011,2.1465,Entire home/apt,29,31,1,2019-10-20,0.25,1,0
16503468,Habitación individual cerca a la Sagrada Familia,83729645,Mariajose,Sant Martí,el Camp de l'Arpa del Clot,41.41174,2.17874,Private room,50,3,18,2019-06-30,0.47,2,320
16503978,Sunny apartment in Sagrada Familia,108441327,Rubiol,Eixample,la Sagrada Família,41.40151,2.1734,Entire home/apt,98,3,53,2020-01-26,1.45,2,337
16511229,Center - Amazing double room with balcony in Born,80479514,Lidia,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38803,2.17732,Private room,55,2,44,2020-01-02,1.22,2,92
16517199,LUXURY VILLA with MAGIC views to BCN within nature,8135790,Sita,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",41.41572,2.11158,Entire home/apt,1000,32,0,,,1,38
16517564,NICE ROOM / RELAJANTE APARTAMENTO,108589481,Sarah,Gràcia,Vallcarca i els Penitents,41.41137,2.14683,Private room,350,2,1,2017-07-16,0.03,1,180
16529397,Spectacular penthouse with terrace next to the sea,47171261,"Lina, Paola, Ana & Ezequiel",Sant Martí,la Vila Olímpica del Poblenou,41.3909,2.19337,Entire home/apt,220,3,73,2019-12-08,2.04,43,274
16532014,"Rooms in Old Town, Renewed-Charm Apartment",3613277,Ricardo & Vivianne,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38803,2.17596,Private room,90,2,195,2020-02-13,5.18,2,33
16537876,"Full flat (2 dbm brooms: 1 w. bed, 1 w. sofabed)",3031011,Geneviève,Eixample,l'Antiga Esquerra de l'Eixample,41.38599,2.16025,Entire home/apt,100,3,0,,,1,0
16538380,Big House in Barcelona,1414702,Ferran,Gràcia,Vallcarca i els Penitents,41.41809,2.141,Entire home/apt,450,3,0,,,20,219
16543650,cozy augustus barcelona for 3-4 guest,108875874,Walter,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38624,2.17592,Private room,75,3,75,2020-01-30,2.02,1,35
16544516,Spacious bright room in the city centre,105340238,Sonia,Eixample,la Dreta de l'Eixample,41.3967,2.16878,Private room,38,15,7,2020-01-15,0.19,2,40
16551152,Cozy Flat Gran Via,1391607,Aline,Eixample,Sant Antoni,41.38114,2.15803,Entire home/apt,70,3,14,2019-09-09,0.38,94,314
16552446,Habitación doble en piso de diseño,91789957,Alba,Sants-Montjuïc,la Marina de Port,41.36053,2.13555,Private room,55,1,3,2017-06-01,0.08,1,365
16552543,Cama en dormitorio de 9 camas,46914366,Mambo,Sants-Montjuïc,el Poble Sec,41.37319,2.16588,Shared room,45,1,4,2019-06-30,0.12,2,365
16554692,Cuadruple apartment - Independencia ABAPART,5751589,Lackanton,Sant Martí,el Camp de l'Arpa del Clot,41.4075,2.18199,Hotel room,175,1,35,2020-01-01,1.09,10,356
16556943,City Center Trendy Loft,3479346,Ewa & Pau,Ciutat Vella,el Barri Gòtic,41.38625,2.17338,Entire home/apt,99,31,94,2020-01-20,2.47,15,260
16557135,Straight friendly quiet internal room Eixample. B,49096561,Alfonso,Eixample,la Nova Esquerra de l'Eixample,41.37956,2.15154,Private room,36,3,69,2019-10-23,1.92,2,0
16563363,Lovely double room in the center,36127665,Aitor,Ciutat Vella,el Raval,41.37911,2.16524,Private room,50,3,139,2020-02-16,3.69,1,126
16566571,Wake up to the sea!,55536130,Hussain,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.40342,2.21273,Entire home/apt,129,3,92,2019-12-02,2.55,1,128
16567865,Habitación para 2 personas c/ubicación INSUPERABLE,109132291,Susana,Ciutat Vella,el Raval,41.37916,2.16993,Private room,20,1,113,2019-11-07,3.23,1,0
16576575,In the center of Born Neighborhood,50140027,Maite,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38591,2.1815,Entire home/apt,42,31,12,2020-01-26,0.34,1,103
16581398,"Room, Habitacion WC/AC Poblenou.",109300778,Alyssa,Sant Martí,el Poblenou,41.40108,2.19809,Private room,85,4,1,2017-05-10,0.03,1,0
16591362,Cozy bedroom with private bathroom,109421010,Mary,Sant Martí,el Poblenou,41.40273,2.20594,Private room,43,2,81,2019-09-16,2.29,1,45
16591958,41-Apartamento Sagrada Familia (NY),22076771,Luis,Sant Martí,el Camp de l'Arpa del Clot,41.41499,2.1822,Entire home/apt,50,31,1,2018-03-29,0.04,17,167
16592830,"Bright, fun, balcony, near the Sagrada Familia",5878688,Yaiza,Eixample,la Dreta de l'Eixample,41.39664,2.17064,Hotel room,100,2,117,2020-02-10,3.19,36,349
16595058,Experience Local Living in Well-Connected Beach Retreat,9800084,Nu,Sant Martí,el Poblenou,41.3978,2.2045,Entire home/apt,50,30,10,2019-08-15,0.28,7,284
16599138,"Habitación doble con baño, zona tranquila",109490944,Pablo,Sant Andreu,el Bon Pastor,41.43771,2.19756,Private room,30,2,1,2017-06-19,0.03,1,106
16601337,Private Room in Central Barcelona,24618689,Norman,Eixample,l'Antiga Esquerra de l'Eixample,41.38476,2.16167,Private room,34,3,112,2020-01-18,3.57,2,29
16607374,"""2.3Quiet Blue Flat"" Quick way to center & airport",109478015,Leo,Les Corts,la Maternitat i Sant Ramon,41.37832,2.11739,Entire home/apt,3000,2,167,2020-01-19,4.47,2,147
16607759,"""Stylish Calm Flat"" Quick way to center & airport",109478015,Leo,Les Corts,la Maternitat i Sant Ramon,41.37793,2.11667,Entire home/apt,3000,2,194,2020-02-01,5.13,2,152
16607851,Modern flat in Poblesec,1391607,Aline,Sants-Montjuïc,el Poble Sec,41.37288,2.1573,Entire home/apt,110,3,27,2019-12-20,0.73,94,219
16608538,Habitación confortable en la encantadora Gracia!,1641021,Alessandro,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40841,2.16352,Private room,26,2,9,2019-08-28,0.77,1,79
16609418,El piset de la Nuria a Gracia. BCN,31876253,Nuria,Gràcia,la Vila de Gràcia,41.40208,2.15845,Entire home/apt,53,1,23,2017-07-25,0.73,1,11
16616381,Beautiful apartment in the Born - Barcelona,25743074,Luis,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38486,2.18183,Entire home/apt,70,31,6,2020-02-09,0.16,1,11
16627499,HABITACION DOBLE,57740396,Ri,Ciutat Vella,el Raval,41.37891,2.16436,Private room,45,1,94,2019-10-13,2.78,3,308
16627818,Room de besos. Un lugar maravilloso,3197653,Anzhelika,Sant Martí,el Besòs i el Maresme,41.41978,2.21156,Private room,20,2,29,2019-10-18,0.77,1,70
16634143,HABITACION INDIVIDUAL!!!,57740396,Ri,Ciutat Vella,el Raval,41.38068,2.16601,Private room,25,1,156,2020-01-03,4.46,3,233
16637179,Habitacion muy bien ubicada cerca Sagrada Familia,109920367,Norbert,Eixample,la Sagrada Família,41.40195,2.17894,Private room,28,2,71,2019-10-06,1.97,2,0
16640142,Private Double Room in the City Center,75581966,Pablo,Eixample,l'Antiga Esquerra de l'Eixample,41.39327,2.15712,Private room,68,3,0,,,1,87
16640608,12-Apartamento Sagrada Familia (Bcn),22076771,Luis,Sant Martí,el Camp de l'Arpa del Clot,41.41299,2.18067,Entire home/apt,55,31,4,2019-02-15,0.14,17,264
16641407,Desing apartment in the center,109963192,Alberto,Eixample,Sant Antoni,41.38172,2.15893,Entire home/apt,46,31,6,2018-05-14,0.16,22,18
16646369,Double room with balcony in the heart of Gracia,7176069,Loreto,Gràcia,la Vila de Gràcia,41.40201,2.15195,Private room,30,14,0,,,1,0
16647053,"Double room with private bathroom ""Arc del Triomf""",2237130,Miguel,Eixample,la Dreta de l'Eixample,41.39582,2.17381,Private room,50,2,81,2020-02-02,2.20,1,23
16659882,Lovely apartment in the city center,1432835,Angel,Eixample,l'Antiga Esquerra de l'Eixample,41.38953,2.15806,Entire home/apt,90,3,125,2020-02-02,3.37,36,310
16668153,7 MINUTES FROM LAS RAMBLAS LUXURY 3 BEDROOMS FLAT!,41180278,Nicolas,Sants-Montjuïc,el Poble Sec,41.37461,2.16771,Entire home/apt,59,4,25,2019-10-11,0.69,2,241
16671954,Beautiful and relaxing private room in the beach,110295111,Irene,Ciutat Vella,la Barceloneta,41.37881,2.18889,Private room,75,3,61,2020-02-11,1.63,1,92
16672021,Central & Sunny Apartment near Passeigde Gracia II,89114493,Maria Consolacion,Eixample,la Dreta de l'Eixample,41.39734,2.17559,Entire home/apt,125,3,4,2018-10-13,0.11,2,213
16672707,QUIET AND BRIGHT APARTMENT. RENOV 2015,3039107,Manuel,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39537,2.14363,Entire home/apt,88,2,13,2020-01-02,0.35,38,314
16673362,Apartment A- Barcelona Centre - Gothic Quarter,62234492,Aptsbcn,Ciutat Vella,el Barri Gòtic,41.38674,2.17362,Entire home/apt,52,3,8,2020-01-05,0.22,2,0
16681782,Habitación con baño privado,110411561,Sònia,Sant Martí,el Parc i la Llacuna del Poblenou,41.39654,2.18919,Private room,29,2,150,2019-12-30,4.09,1,0
16682362,Piso en Les Corts - Barcelona,35712072,Trize,Les Corts,les Corts,41.38266,2.13307,Entire home/apt,50,32,4,2019-11-14,0.17,21,327
16685927,Beach&Barcelona I,110460297,Mariabe Y Juan,Ciutat Vella,la Barceloneta,41.38024,2.18927,Entire home/apt,120,3,56,2020-01-01,1.49,2,2
16686593,"Bcn-rentals Rambla 5, Just7-10 minutes fromramblas",4950474,David And Maria,Ciutat Vella,el Raval,41.37931,2.16943,Entire home/apt,350,6,35,2019-12-20,0.94,4,301
16690587,Private room in Penthouse with terrace,104919948,Ruben,Sant Andreu,Sant Andreu,41.43348,2.18846,Private room,63,3,23,2019-07-08,0.67,1,324
16694720,Comfortable flat in vibrant Raval!,4547731,Simona,Ciutat Vella,el Barri Gòtic,41.38608,2.17298,Entire home/apt,80,32,1,2017-08-19,0.03,1,274
16697355,"ROOM IN B&B CLOSE TO GAUDI'S ""LA PEDRERA""",96337383,Mathilda,Eixample,la Dreta de l'Eixample,41.39823,2.16278,Private room,80,1,0,,,2,197
16704193,Art House Viladomat,21483975,Apartments Toni Space Barcelona,Eixample,Sant Antoni,41.37905,2.15658,Entire home/apt,110,3,137,2020-02-09,3.66,11,264
16713859,Lovely Central Single Bedroom with Balcony-WIFI,93644379,Pablo,Eixample,Sant Antoni,41.38044,2.16167,Private room,30,2,12,2018-06-26,0.32,2,53
16713877,Piso en una zona destacada en bcn,80572336,Tha,Ciutat Vella,la Barceloneta,41.38294,2.19052,Private room,50,2,122,2019-10-17,3.41,1,364
16714195,Great flat. Feel as at home in center Barcelona.,110738188,Jepis,Eixample,l'Antiga Esquerra de l'Eixample,41.39156,2.15418,Entire home/apt,194,3,81,2019-12-28,2.25,1,319
16715109,Piso luminoso e impecable en super buena zona,110767203,Joaquin,Eixample,Sant Antoni,41.37649,2.16509,Private room,36,2,0,,,1,88
16715630,Cozy one-bedroom apartment in Sant Antoni,10693680,Ramón,Eixample,Sant Antoni,41.37561,2.16085,Entire home/apt,120,2,4,2019-11-17,0.14,32,328
16716723,"Central, glamorous flat in Eixample",53894342,Jorge,Eixample,l'Antiga Esquerra de l'Eixample,41.38571,2.15941,Entire home/apt,53,90,2,2018-05-25,0.09,10,146
16716808,1-bedroom apartment with balcony,3376710,Maria StayBarcelona,Eixample,Sant Antoni,41.37518,2.16128,Entire home/apt,135,2,5,2019-04-07,0.20,42,328
16719619,HABITACION DOBLE CERCA MOBILE WORLD,54460469,Fany,Sants-Montjuïc,la Marina de Port,41.36547,2.13913,Private room,150,1,1,2018-03-01,0.04,2,363
16719714,Double Bed in the very middle of Barcelona,7297778,Vicente,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40323,2.16932,Private room,40,1,18,2018-06-06,0.48,1,0
16730670,Elegant and spacious apartment in Paralel,110933010,Mai & Maud,Eixample,Sant Antoni,41.3762,2.16012,Entire home/apt,200,3,131,2020-01-20,3.58,3,293
16731592,Huge double bedroom in the center of Barcelona.,110942871,Jordi,Ciutat Vella,el Raval,41.37846,2.17357,Private room,45,1,167,2020-01-29,4.48,1,5
16731925,"Big room, amazing location and roomates!",107662847,Pierre,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38244,2.18167,Private room,30,3,31,2019-12-28,0.84,1,129
16732821,"Luxury 4 bed/5 bath flat, 5 min from Pg de Gracia",52015354,Eduardo,Gràcia,la Vila de Gràcia,41.40022,2.15718,Entire home/apt,387,4,84,2020-01-26,2.27,1,186
16733926,Sunny and beautiful apartment near Pz. España,110965722,Ser,Eixample,la Nova Esquerra de l'Eixample,41.38074,2.15073,Entire home/apt,135,5,81,2020-01-06,2.38,1,17
16737061,Double room near Plaza España,59200277,Pepi,Eixample,la Nova Esquerra de l'Eixample,41.37927,2.14618,Private room,45,1,126,2020-01-18,3.48,1,251
16742086,Comfortable three independent homes,89472628,Yi,Sants-Montjuïc,Hostafrancs,41.37745,2.14418,Entire home/apt,250,3,69,2020-02-02,2.07,1,208
16749058,Luxury suite with private terrace Placa Catalunya,5264883,Unique,Eixample,la Dreta de l'Eixample,41.38805,2.17023,Entire home/apt,250,2,104,2020-01-31,2.77,39,330
16751082,2 bedroom apartment in Gothic for monthly rent,9478280,Pia Hankö,Ciutat Vella,el Barri Gòtic,41.38392,2.17194,Entire home/apt,45,32,2,2018-09-29,0.07,29,323
16751577,Habitación amplia zona plaza España.,107895973,Jesus,Sants-Montjuïc,Hostafrancs,41.37512,2.14231,Private room,27,2,114,2020-01-02,3.15,1,49
16752317,Book an it for a month. It's cheaper! /Las Ramblas,82620250,Alfredo,Ciutat Vella,el Raval,41.37819,2.17515,Entire home/apt,70,31,0,,,1,292
16752419,"Comfortable 5 persons apartment, city center!",111146940,Ana,Gràcia,la Vila de Gràcia,41.39851,2.15564,Entire home/apt,500,3,0,,,1,0
16762460,G,101340502,Jon,Ciutat Vella,el Barri Gòtic,41.38084,2.17427,Private room,30,2,214,2020-02-13,5.74,1,18
16762608,Private Room Classy Apartment Central Barcelona Plaza España,9135996,Eva,Eixample,Sant Antoni,41.37653,2.15264,Private room,95,2,168,2020-02-14,4.47,1,216
16767690,COZY DOBLE ROOM WITH TOILET-  Barcelona center,6238439,Rita,Eixample,l'Antiga Esquerra de l'Eixample,41.38647,2.15896,Private room,33,3,4,2017-04-26,0.11,1,0
16772799,"Best district ""Gracia"" oficial apartment",10044989,Vincent,Gràcia,la Vila de Gràcia,41.40428,2.16023,Entire home/apt,40,5,101,2020-01-31,2.72,11,250
16773390,Recently renovated flat next to Sagrada Familia!,3403659,Montserrat,Eixample,la Sagrada Família,41.40503,2.17494,Entire home/apt,106,3,130,2020-01-28,3.60,5,236
16780481,Mundi Room,111248996,Teo,Ciutat Vella,el Raval,41.38033,2.1725,Private room,20,2,127,2020-01-25,3.55,2,21
16780794,"""Music"" Room",111248996,Teo,Ciutat Vella,el Raval,41.37824,2.17249,Private room,27,2,92,2020-02-02,2.51,2,119
16786316,Double  room with terrace in the heart of Gracia,111522971,Marija,Gràcia,la Vila de Gràcia,41.40673,2.1507,Private room,34,1,130,2020-02-09,3.57,2,230
16787266,Habitación centro de Barcelona,22336117,Pablo,Eixample,la Nova Esquerra de l'Eixample,41.38024,2.15453,Private room,30,1,7,2019-09-18,0.66,1,80
16788998,Single room in the heart of Gracia,111522971,Marija,Gràcia,la Vila de Gràcia,41.40608,2.15343,Private room,30,1,135,2020-02-05,3.71,2,178
16789407,Individual room + private bathroom in penthouse,6902105,Bernat,Eixample,la Dreta de l'Eixample,41.4002,2.1668,Private room,25,2,18,2020-02-10,0.48,2,4
16790826,"DUPLEX: STUDENTS, TRAVELLER, BUSINESSMEN-PARKING",26059902,Jenny & Pol,Sant Andreu,Navas,41.41739,2.18472,Entire home/apt,50,32,3,2019-08-13,0.08,16,295
16802462,"Beach & Quiet apartment, 2 Bedroom, Dressing Room",111706727,José Manuel,Ciutat Vella,la Barceloneta,41.37968,2.1882,Entire home/apt,48,32,8,2019-08-09,0.24,1,326
16805125,"Habitaciòn privada, exterior. (Plaza España)",111729644,Garby,Sants-Montjuïc,Hostafrancs,41.37339,2.14309,Private room,70,4,3,2017-07-01,0.08,1,0
16806128,Holy Family Flat SPB242388,54820821,Albert,Eixample,la Sagrada Família,41.40542,2.17132,Entire home/apt,44,1,107,2019-12-12,2.93,21,298
16807793,Near the center and the airport. Single Room,111771252,Gigi,Sants-Montjuïc,la Bordeta,41.36746,2.13524,Private room,20,3,132,2019-11-27,3.62,2,101
16808341,Quiet place in the Borne,111774661,David,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38173,2.18191,Entire home/apt,68,32,2,2019-09-28,0.42,1,179
16809321,Cozy apartment in the Borne,111787046,David,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38462,2.18349,Entire home/apt,55,32,0,,,1,364
16810008,Bright&Modernist in the city center.,4101093,Eli&Agus,Eixample,la Nova Esquerra de l'Eixample,41.38443,2.15526,Entire home/apt,199,3,150,2020-01-28,4.12,12,94
16812225,Отдых в престижной зоне Барселоны 3,15852448,Olí,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39578,2.14992,Private room,30,3,2,2017-05-31,0.05,13,75
16812583,Nice room in Barcelona 3,15852448,Olí,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39723,2.14825,Private room,30,3,10,2019-05-26,0.27,13,75
16821672,Modern beachfront flat in Barcelona´s Olympic Port,22647997,Aurelia Inés,Sant Martí,la Vila Olímpica del Poblenou,41.39095,2.1997,Private room,50,3,9,2019-10-14,0.32,4,3
16823031,Apartment SF Duplex 1 bedroom 2 pax - 300 meters from Sagrada Familia,9822728,Apartments Sagrada Familia & Gracia,Eixample,la Sagrada Família,41.40152,2.17685,Entire home/apt,95,3,18,2019-12-13,0.62,18,237
16833172,RAMBLAS [ROOM 4-PAX] in terrace apartment,111981393,Alberto,Ciutat Vella,el Barri Gòtic,41.37733,2.17876,Private room,75,2,161,2020-01-21,4.30,2,73
16833197,Gracia apartment Renovated 2016,3039107,Manuel,Gràcia,la Vila de Gràcia,41.40677,2.15287,Entire home/apt,56,89,7,2017-09-02,0.19,38,288
16834807,Single Room close to Paseo de Gracia!,8557414,Linda,Eixample,la Dreta de l'Eixample,41.39134,2.16637,Private room,18,31,49,2019-07-31,1.34,14,32
16842844,BBarcelona Gaudí Apartment 4743,112136939,Laura,Eixample,la Sagrada Família,41.40693,2.17358,Entire home/apt,120,2,45,2018-08-09,1.25,1,128
16851200,Linda habitación doble en el centro de Barcelona,14916719,Francesca,Sants-Montjuïc,el Poble Sec,41.37411,2.16401,Private room,35,1,0,,,1,0
16851456,PRIVATE SINGLE NICE and QUIET ROOM,112227376,Àngels,Sants-Montjuïc,Sants,41.3774,2.1372,Private room,100,1,5,2019-09-29,0.14,1,91
16869002,Casa Cosi - Letamendi,35936647,Casa Cosi,Eixample,l'Antiga Esquerra de l'Eixample,41.38871,2.15977,Entire home/apt,193,1,38,2019-11-19,1.05,18,312
16870852,cc23 LARGE FLAT BY PASSEIG GRACIA!,1447144,Acomodis Apartments,Eixample,la Dreta de l'Eixample,41.39232,2.16798,Entire home/apt,180,1,0,,,132,0
16875405,Beach&Barcelona II,110460297,Mariabe Y Juan,Ciutat Vella,la Barceloneta,41.38032,2.18916,Entire home/apt,95,3,68,2020-01-03,1.85,2,2
16879161,Single room in La Sagrera for pet friendly people!,94194740,Daniela,Sant Andreu,la Sagrera,41.42298,2.18445,Private room,19,2,17,2018-03-31,0.47,1,0
16880366,HABITACIÓN USO DOBLE O INDIVIDUAL CENTRO BARCELONA,112547668,M.Angela,Eixample,Sant Antoni,41.3765,2.15952,Private room,26,7,78,2020-01-30,2.16,1,150
16881832,Sleeping BCN Apartments Premià PB,15171574,Ramon,Sants-Montjuïc,Sants,41.37628,2.13927,Entire home/apt,180,5,4,2019-09-01,0.21,4,294
16884122,Habitación de matrimonio a  20 del centro,106269512,Oriol,Sarrià-Sant Gervasi,les Tres Torres,41.39652,2.13301,Private room,80,5,10,2019-05-26,0.28,3,364
16887520,APARTAMENT EXCELENT CENTRAL LOCATION BARCELONA,47171261,"Lina, Paola, Ana & Ezequiel",Eixample,la Dreta de l'Eixample,41.39806,2.17209,Entire home/apt,65,60,4,2018-10-03,0.11,43,213
16890150,Habitación doble en el Raval,47491355,Mechi,Ciutat Vella,el Raval,41.38192,2.17029,Private room,55,4,64,2019-10-05,1.73,1,0
16891365,Cozy apartment in the heart of Barcelona,14446532,Oriol,Eixample,la Dreta de l'Eixample,41.38673,2.16514,Entire home/apt,53,31,6,2018-11-17,0.17,1,205
16892614,Centric room for two,112700804,Alice,Ciutat Vella,el Barri Gòtic,41.37948,2.1767,Private room,20,2,128,2019-10-17,3.56,2,294
16893987,Ático acogedor con gran terraza en centro ciudad,112717887,Maria Jesus,Eixample,Sant Antoni,41.37571,2.15682,Entire home/apt,110,2,30,2020-01-02,0.99,1,241
16895531,Piso amplio en el corazón de Gracia,40787440,Montse,Gràcia,la Vila de Gràcia,41.40199,2.15535,Entire home/apt,75,32,32,2020-01-28,0.87,1,259
16902323,Charming and sunny place at Eixample,82708800,Gisela,Eixample,l'Antiga Esquerra de l'Eixample,41.38923,2.1601,Private room,32,1,80,2019-09-23,2.20,1,116
16905095,Habitacion confortable para unos dias en Barcelona,72976389,M Teresa,Gràcia,la Salut,41.41271,2.1604,Private room,21,5,0,,,1,0
16905902,"Plaza Catalunya VI, Friendly Rentals",102947901,Claudia,Eixample,la Dreta de l'Eixample,41.3897,2.17168,Entire home/apt,108,1,4,2019-09-28,0.14,139,286
16905909,"PTF Barri Gotic, Friendly Rentals",102947901,Claudia,Ciutat Vella,el Barri Gòtic,41.38244,2.17367,Entire home/apt,72,1,54,2020-01-14,1.51,139,243
16905962,"STA Anna V, Friendly Rentals",102947901,Claudia,Ciutat Vella,el Barri Gòtic,41.38651,2.17267,Entire home/apt,89,1,57,2020-01-23,1.81,139,269
16907397,LOFT WITH TERRACE IN GRÀCIA HUTB007818,2688205,Mònica,Gràcia,la Vila de Gràcia,41.40763,2.15906,Entire home/apt,130,3,130,2020-02-03,3.57,15,321
16908176,Brand new luxury apartment + terrace #4,7072265,Jonathon,Ciutat Vella,el Raval,41.37933,2.16968,Entire home/apt,48,32,2,2019-07-27,0.17,4,364
